city,lat,lon,name,url,review_score,desc
Mont Saint Michel,48.5770866,-1.5627429,A place of zen,https://www.booking.com/hotel/fr/a-place-of-zen.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,9.9,"Situé à Saint-Georges-de-Gréhaigne, l’hébergement A place of zen offre une vue sur le lac. Il comprend une terrasse et une connexion Wi-Fi gratuite. Cet hébergement est installé à 10 km de : Abbaye du Mont Saint Michel. Il propose un jardin et un parking privé gratuit.

Cet appartement se compose de 1 chambre, d'un salon, d'une cuisine entièrement équipée avec un réfrigérateur et une bouilloire, ainsi que de 1 salle de bains avec une douche et un sèche-cheveux. Des serviettes et du linge de lit sont disponibles.

Vous séjournerez à respectivement 10 km et 28 km de ces lieux d’intérêt : Mont Saint-Michel et Scriptorial d'Avranches. L'aéroport le plus proche (Aéroport de Rennes-Saint-Jacques) est à 89 km."
Mont Saint Michel,48.713810608243,-1.48907066113,Petit Bijou,https://www.booking.com/hotel/fr/petit-bijou-dragey-ronthon.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,9.7,"Offrant une vue sur le jardin, l’hébergement Petit Bijou propose une terrasse et un balcon, à environ 19 km de ce lieu d’intérêt : Gare de Granville. Cet hébergement est installé à 13 km de : Scriptorial d'Avranches. Il comprend un jardin et un parking privé gratuit.

Cette maison de vacances comporte 1 chambre, une cuisine entièrement équipée avec un réfrigérateur et un four, ainsi que 1 salle de bains avec une douche et des articles de toilette gratuits. Des serviettes et du linge de lit sont à votre disposition.

Vous séjournerez à respectivement 21 km et 22 km de ces lieux d’intérêt : Port de Granville et Musée d'art moderne Richard Anacréon. L'aéroport le plus proche (Aéroport de Rennes-Saint-Jacques) est à 100 km."
Mont Saint Michel,48.71457262293727,-1.4852544665336609,Le Domaine de Belleville,https://www.booking.com/hotel/fr/le-domaine-de-belleville.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,9.7,"Offrant une vue sur le jardin, l’établissement Le Domaine de Belleville possède une connexion Wi-Fi gratuite et un parking privé gratuit. Il vous accueille à Dragey-Ronthon, à 12 km de ce lieu d’intérêt : Scriptorial d'Avranches.

Les hébergements sont dotés d’un coin salon avec une télévision à écran plat, ainsi que d’une salle de bains privative comprenant un sèche-cheveux et une baignoire. Un réfrigérateur, un micro-ondes et un minibar sont également à votre disposition, de même qu’une machine à café et une bouilloire.

Un petit-déjeuner continental est servi sur place.

Cet établissement dispose d’une terrasse.

Vous pourrez profiter d’un jardin sur place et pratiquer la randonnée et la pêche dans les environs.

Vous séjournerez à respectivement 18 km et 20 km de ces lieux d’intérêt : Gare de Granville et Port de Granville. L'aéroport le plus proche (Aéroport de Rennes-Saint-Jacques) est à 100 km."
Mont Saint Michel,48.6319601,-1.3894752,Rue Veillon,https://www.booking.com/hotel/fr/rue-veillon.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,9.9,"L’hébergement Rue Veillon vous accueille à respectivement 17 km et 17 km de ces lieux d’intérêt : Abbaye du Mont Saint Michel et Mont Saint-Michel. Il comprend une connexion Wi-Fi gratuite et une terrasse. Cet hébergement est installé à 13 km de : Scriptorial d'Avranches. Il possède un jardin et un parking privé gratuit.

Cette chambre d'hôtes comprend une télévision à écran plat. Des serviettes et du linge de lit sont à disposition.

Un petit-déjeuner continental, anglais/irlandais complet ou végétarien est servi sur place.

Vous séjournerez à respectivement 38 km et 39 km de ces lieux d’intérêt : Gare de Granville et Zoo de Champrépus. L'aéroport le plus proche (Aéroport de Rennes-Saint-Jacques) est à 86 km."
Mont Saint Michel,48.5550204189644,-1.51241178220903,L'Orée du Mont proche du mont saint Michel,https://www.booking.com/hotel/fr/oree-du-mont.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,9.7,"L’établissement L'Orée du Mont proche du mont saint Michel se situe à Pontorson, à 10 km de ce lieu d’intérêt : Abbaye du Mont Saint Michel. Il possède un jardin, un salon commun, une terrasse et un parking privé gratuit. Il est pourvu d'un service de concierge, d’un restaurant et d'un barbecue. Cet établissement non-fumeurs se trouve à 10 km de : Mont Saint-Michel.

Les hébergements sont dotés d’une télévision à écran plat avec les chaînes du satellite. Vous bénéficierez d’une salle de bains privative avec une douche et des articles de toilette gratuits. Tous les hébergements comportent une connexion Wi-Fi gratuite et certains offrent une vue sur la ville. Des serviettes et du linge de lit sont fournis.

L’établissement L'Orée du Mont proche du mont saint Michel sert un petit-déjeuner buffet ou continental.

La région est prisée des amateurs de randonnée et de vélo, et l’établissement L'Orée du Mont proche du mont saint Michel assure un service de location de vélos.

Vous séjournerez à respectivement 24 km et 39 km de ces lieux d’intérêt : Scriptorial d'Avranches et Port de la Houle. L'aéroport le plus proche (Aéroport de Rennes-Saint-Jacques) est à 84 km."
Mont Saint Michel,48.609807314906064,-1.452512487339046,"L'Aurore de la Baie, vue sur le Mont-Saint-Michel",https://www.booking.com/hotel/fr/l-39-aurore-de-la-baie.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,9.8,"Situé à Huisnes-sur-Mer, l’établissement L'Aurore de la Baie, vue sur le Mont-Saint-Michel propose une connexion Wi-Fi gratuite, un jardin, un salon commun et une terrasse.

Les hébergements sont dotés d’un coin salon avec une télévision à écran plat, ainsi que d’une salle de bains privative comprenant des articles de toilette gratuits, un sèche-cheveux et une douche. Certains logements disposent également d’une cuisine équipée d’un réfrigérateur, d’un lave-vaisselle et d’un four.

Un petit-déjeuner buffet, continental ou végétarien est servi sur place.

Un service de location de vélos est disponible sur place.

Vous séjournerez à respectivement 12 km et 12 km de ces lieux d’intérêt : Abbaye du Mont Saint Michel et Mont Saint-Michel. L'aéroport le plus proche (Aéroport de Rennes-Saint-Jacques) est à 91 km."
Mont Saint Michel,48.63534942564122,-1.5103787183761597,Les Terrasses Poulard,https://www.booking.com/hotel/fr/les-terrasses-poulard.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,7.4,"Occupant 2 bâtiments différents au cœur du Mont-Saint-Michel, l’établissement historique Les Terrasses Poulard propose des hébergements avec une vue sur la baie, le village et la rue.

Décorées dans un style moderne, les chambres sont accessibles par des escaliers. Certaines présentent de grandes fenêtres donnant sur la baie. Toutes sont dotées d’une télévision et d’une salle de bains privative.

Le restaurant Les Terrasses de la Baie sert le petit-déjeuner. Une fois arrivé au restaurant, veuillez vous rendre au premier étage.
Vous pourrez également prendre vos repas, boissons et collations au restaurant La Confiance, sur place.

L’établissement Les Terrasses Poulard comporte un bar. La réception est ouverte 24h/24 et vous pourrez laisser vos bagages à la réception.

La région constitue un cadre idéal pour diverses activités telles que la pêche, le vélo et la randonnée à pied."
Mont Saint Michel,48.636022984447116,-1.509895920753479,Le Mouton Blanc,https://www.booking.com/hotel/fr/le-mouton-blanc-le-mont-saint-michel.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,7.2,"Situé au pied de l’abbaye, l’hôtel Le Mouton Blanc vous accueille dans son bâtiment historique datant du XIVe siècle. Il propose des chambres confortables à la décoration simple et chaleureuse.

Les chambres sont réparties dans 3 bâtiments. L'un d'eux offre une vue sur le Mont-Saint-Michel et un autre comporte des chambres de style médiéval.

Le restaurant du Mouton Blanc sert une cuisine locale traditionnelle dans la salle à manger ou sur la terrasse. Le petit-déjeuner est servi tous les jours.

Vous pourrez bénéficier de services personnalisés sur demande pour des visites, des loisirs et d’autres activités.

Veuillez noter que la réception de l'hôtel Le Mouton Blanc est actuellement fermée. Veuillez noter que les modalités d'arrivée se font à la réception de l'hôtel Les Terrasses Poulard."
Mont Saint Michel,48.612937834706464,-1.5101051330566406,Le Saint Aubert,https://www.booking.com/hotel/fr/hotel-saint-aubert.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,7.5,"Niché dans un écrin de verdure, à seulement 2 km du Mont-Saint-Michel, Le Saint Aubert vous accueille dans un cadre chaleureux et convivial.

Cet établissement vous propose des chambres paisibles et confortables entourées de jardins fleuris.

Après une journée de découverte du Mont-Saint-Michel, vous pourrez déguster une délicieuse cuisine régionale dans le cadre pittoresque d'une ancienne ferme.

Le personnel serviable sera heureux de vous recommander un grand nombre de sites d'intérêt et les visites à faire dans la région."
Mont Saint Michel,48.63508531723403,-1.5105396509170532,La Mère Poulard,https://www.booking.com/hotel/fr/la-mere-poulard.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgNWARoTYgBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCg-jUywbAAgHSAiQ1ZjZhY2RjZC00YjNjLTRlM2QtOGMwNi1iODZkNTAwMzRhM2bYAgHgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=bayesian_review_score&srpvid=fd809441e56c03a1&srepoch=1769288710&from=searchresults,7.6,"Séjournez dans un hôtel historique au cœur du Mont Saint-Michel.

L'Hôtel La Mère Poulard, situé au cœur du Mont Saint-Michel, a conservé le charme authentique des auberges traditionnelles d'autrefois. Depuis plus d'un siècle, cet établissement emblématique accueille pèlerins et voyageurs du monde entier dans un cadre riche en histoire.

L'hôtel se compose de 3 maisons historiques, chacune offrant une atmosphère unique :

L'auberge historique, où l'histoire de La Mère Poulard a commencé.

La Maison Rouge, avec son jardin attenant, qui offre un cadre paisible.

L'Ermitage, également connu sous le nom de Maison d'Annette, dernière demeure de la célèbre cuisinière.

Les chambres, au style classique, offrent une vue imprenable sur la baie, l'abbaye ou la cité médiévale. Elles sont équipées d'une télévision à écran plat, d'une connexion Wi-Fi gratuite et d'une salle de bains privative avec baignoire.

Le restaurant renommé de La Mère Poulard vous invite à savourer ses recettes traditionnelles, dont la célèbre omelette, préparée selon le savoir-faire unique d'Annette Poulard depuis 1888.

Profitez de votre séjour pour explorer le Mont Saint-Michel et ses rues pittoresques, parcourir les sentiers environnants ou découvrir la région à vélo.

Avranches se trouve à 23 minutes en voiture et Saint-Malo à 45 minutes."
